wil,will
juri,juri
berechtigte,justified
atombomben,atomic bombs
geschoss,shot
gebrochener,broken
detailliert,detailed
zuwider,contrary
duval,duval
erdenkliche,conceivable
ausspucken,spit
banal,banal
38er,38
gehege,enclosure
angewidert,disgusted
besänftigen,appease
schlafende,sleeping
zivil,civil
odile,Odile
unheilbar,incurable
liberalen,liberal
mass,mass
kombinieren,combine
projektor,projector
prominenten,prominent
magistrat,magistrate
hinfliegen,fly there
hauptverdächtige,main suspect
süleyman,Suleiman
drumherum,all around
conde,conde
bagels,bagels
globe,globe
ripped,ripped
umgesetzt,implemented
found,found
stunts,stunts
quälst,torment
zivilen,civilian
überschwemmt,flooded
verhafteten,arrested
kompensieren,compensate
stifler,Stifler
spatzen,sparrows
reinwaschen,Wash clean
fairness,fairness
wiederbelebt,revived
olivenöl,olive oil
stasi,Stasi
kamp,camp
verbannung,exile
sommerhaus,summer house
motten,moths
sonnabend,Saturday
sacha,Sacha
äste,branches
vergöttert,idolized
nachgelassen,decreased
einsames,lonely
flüssigkeiten,liquids
mako,mako
howell,howell
achilles,Achilles
leitest,lead
begnügen,be content
weltfrieden,world peace
gebügelt,ironed
betraf,concerned
schlüsselbein,collarbone
entsetzen,horror
gareth,gareth
radiosender,radio station
falte,fold
schleppe,train
lilien,lilies
sonar,sonar
mitsamt,including
albernes,silly
klingone,Klingon
verscheuchen,scare away
beef,beef
chinas,China's
runternehmen,down
überdrüssig,tired
zurückbringt,returns
heimlichen,secret
entlasse,dismiss
befleckt,stained
hochachtung,Respect
themse,thems
sonderangebot,special offer
runterziehen,pull down
gestürmt,stormed
rosenberg,Rosenberg
stephens,Stephens
prachtstück,magnificent piece
voraussagen,predict
celsius,Celsius
kerstin,Kerstin
lebensretter,lifesaver
assad,Assad
vertieft,deepened
wahnsinns,insane
lämmer,lambs
plausibel,plausible
eishockey,ice hockey
prüde,prudish
shredder,shredder
frauenheld,womanizer
londons,London's
leistest,do
anwohner,residents
wett,bet
wichita,wichita
nutzlosen,useless
verzehren,consume
briefing,briefing
rückenschmerzen,back pain
pluto,Pluto
verkrochen,hidden
stammelt,stammers
ravi,ravi
auspeitschen,whipping
creed,creed
augenbinde,blindfold
one-night-stand,one-night stand
schmeckte,tasted
osaka,Osaka
bong,bong
tags,tags
osama,Osama
nachos,nachos
yourself,yourself
anstrengenden,strenuous
verbarg,hidden
harmloser,harmless
lacy,lacy
russin,Russian
hochgenommen,picked up
kribbeln,tingle
krippe,crib
glorreiche,glorious
pia,pia
sparta,Sparta
herumführen,guide around
beuge,bend
geistreich,witty
räche,revenge
arlington,arlington
m-hm,m-hm
übst,practice
nordwesten,northwest
schüttet,pours
entsprechenden,corresponding
weiterkommen,to continue
schwertern,swords
fa,fa
boxt,boxing
ausgetragen,held
ipod,iPod
laguerta,laguerta
unbeliebt,unpopular
belgier,Belgian
armbänder,bracelets
rettungsteam,rescue team
hering,herring
schlachthaus,slaughterhouse
königreiche,kingdoms
attraktion,attraction
zugesetzt,added
prüf,check
fotografien,photographs
schreckens,horror
versicherte,insured
oil,oil
reportern,reporters
gleichgültigkeit,indifference
beschuldigst,accuses
mosby,Mosby
fidel,cheerful
neandertaler,Neanderthals
rudert,rows
jumbo,jumbo
roper,roper
reserven,reserves
hingetan,done
strategien,strategies
spaßvogel,joker
übermäßig,excessive
undankbarer,ungrateful
karas,Karas
schusswechsel,exchange of gunfire
circle,circle
vielem,many things
thierry,Thierry
gegoogelt,googled
deutete,indicated
umgegangen,dealt with
ausspielen,play
sägen,saw
emmy,Emmy
zola,Zola
dilaurentis,dilaurentis
markham,Markham
frisiert,hairstyle
kontaminiert,contaminated
abgeschafft,abolished
breeland,Breeland
vamos,vamos
begierig,eager
running,running
ratgeber,counselor
sports,sports
eingestürzt,collapsed
goose,goose
kompliziertes,complicated
märkte,markets
spielern,players
flugtickets,flight tickets
phryne,phryne
qualvoll,agonizing
disko,disco
auflöst,dissolves
exotisch,exotic
soziopath,sociopath
desert,desert
soso,so so
iggy,iggy
fummel,fumble
einwickeln,wrap
waschraum,washroom
birch,birch
ebbe,ebb
stinke,stinks
schälen,peel
wanderung,hiking
schatulle,casket
einlädt,invites
vorhabt,intends
perücken,wigs
magnum,magnum
klicks,clicks
bewaffnen,arm
myron,myron
comet,comet
mille,mille
säugling,infant
flüchtiger,fugitive
pfeifer,piper
leistete,provided
absolution,absolution
tampons,tampons
scheußliche,hideous
stripper,stripper
typhus,typhus
calais,Calais
rigsby,Rigsby
gerollt,rolled
gealtert,aged
vergewaltigte,raped
umgebaut,rebuilt
doktorarbeit,doctoral thesis
verbrauchen,consume
bistro,bistro
ergreifend,moving
jeweiligen,each
demokratischen,democratic
sechzig,sixty
campingplatz,campsite
tierchen,little creatures
meier,meier
aufzureißen,to tear
landon,landon
oger,oger
osiris,osiris
aufgekreuzt,turned up
watch,watch
cupcake,cupcake
gemieden,avoided
crowder,crowd
aufpasse,be careful
passagierliste,passenger list
eingelocht,locked up
irwin,Irwin
grenzenlos,limitless
lourdes,Lourdes
orientalische,oriental
legendär,legendary
konservativ,conservative
trauere,mourn
erstklassiger,first-class
cup,cup
krumme,crooked
ängstigen,frighten
glühbirnen,light bulbs
anlügst,lie
vicodin,vicodin
liebtest,loved
mülltonnen,garbage cans
auszubrechen,to break out
barren,bars
karel,Karel
keil,wedge
andrei,andrei
witzen,jokes
leary,Leary
knirps,tot
rüben,turnips
zahnschmerzen,toothache
männliches,male
orgasmen,orgasms
obszön,obscene
postiert,posted
wiedervereinigung,reunion
keane,keane
herausgekommen,came out
navigation,navigation
ablenkungen,distractions
konserven,canned goods
rausgeht,goes out
heimgekommen,came home
bergman,Bergman
chronicle,chronicle
runterfahren,shut down
verspürt,felt
korrespondenz,correspondence
dunphy,Dunphy
einbuchten,book
schuß,shot
dieu,dieu
keyes,keyes
lasset,let
kommunion,communion
elektrisch,electric
dum,dum
abschiedskuss,farewell kiss
wissenschaftlicher,scientific
marker,marker
fertigen,manufacture
gerechter,fair
lichtern,lights
getankt,refueled
ratsam,advisable
hiv,HIV
beschämen,shame
marcellus,Marcellus
jean-claude,Jean-Claude
raumfahrt,space travel
ferienhaus,holiday home
alexei,Alexei
stevenson,Stevenson
erklingen,sound
bestimmter,certain
eigensinnig,stubborn
durchmache,going through
möwe,gull
durchnässt,soaked
grundregeln,basic rules
empfahl,recommended
carina,Carina
rind,beef
leidenschaftliche,passionate
umzingeln,surround
zugetan,devoted
heimatwelt,home world
bienenstock,beehive
verwechselst,confuses
glühwürmchen,fireflies
teint,complexion
corky,corky
drahtzieher,mastermind
sesshaft,sedentary
jörg,Jörg
berichterstattung,reporting
cady,Cady
überreicht,presented
durchgesetzt,enforced
gebeichtet,confessed
leeds,Leeds
vierteldollar,quarter
fliehe,flee
testosteron,testosterone
mitnimmst,you take with you
klacks,glob
folgender,the following
begegne,encounter
drastisch,drastic
nebenzimmer,adjoining room
sahara,Sahara
gaumen,palate
twain,Twain
fae,fae
hervorragenden,excellent
spray,spray
kannste,can
kellys,Kelly's
damaligen,then
aron,aron
deponiert,deposited
botwin,Botwin
ekstase,ecstasy
raupe,caterpillar
kruger,Kruger
pforte,gate
umschreiben,rewrite
kopfes,head
taylors,Taylor's
grässlichen,gruesome
garnelen,shrimp
tschetschenien,Chechnya
zurücklegen,put back
stopfe,stuffing
angemessenen,appropriate
durchbohrt,pierced
gesichts,facial
strikte,strict
triebe,shoots
signalton,signal tone
hühnerstall,chicken coop
scarlet,scarlet
entgegennehmen,receive
seidenen,silk
hergeführt,led
kevins,Kevin's
schalen,peel
staatsanwalts,prosecutor
rap,rap
cholesterin,cholesterol
verficktes,fucking
stinkreich,filthy rich
rovere,Rovere
anka,Anka
nope,nope
beiwohnen,attend
irdische,earthly
beulen,dents
aufstände,uprisings
delores,delores
fanfaren,fanfares
hochhaus,skyscraper
pfau,peacock
schott,Schott
nashville,Nashville
keaton,Keaton
parkett,parquet
drohten,threatened
entrissen,torn away
zuordnen,assign
mothra,mothra
gemeinden,municipalities
nachhelfen,help
höchstgeschwindigkeit,top speed
kriegsrecht,martial law
polizeischutz,police protection
grizzly,grizzly
vorgeschmack,preview
körperteil,body part
spargel,asparagus
polizeiwagen,police car
smithers,Smithers
schulhof,schoolyard
does,does
geladene,loaded
nervosität,nervousness
biegt,bends
patrice,patrice
mamis,moms
schwillt,swells
zimmers,room
typisches,typical
schöneren,more beautiful
unnötigen,unnecessary
ausgehandelt,negotiated
spuk,haunting
noblen,noble
rattern,rattle
ausgebildete,trained
verdie,earnings
diskriminierung,discrimination
geschehnisse,events
bestimmungen,provisions
sammelst,collect
schmuggel,smuggling
wasserstoff,hydrogen
retro,retro
chefingenieur,chief engineer
schlimmeren,worse
noelle,Noelle
sternenbasis,starbase
waffenkammer,armory
bent,bent
kongressabgeordneter,congressman
apache,Apache
kontaktierte,contacted
u-boote,submarines
abspringen,jump
unausstehlich,unbearable
gekennzeichnet,marked
kaut,chews
unit,unit
ablösung,replacement
verletzend,hurtful
hombre,man
abs,abs
commodore,Commodore
tunneln,tunnels
krabbe,crab
befragungen,surveys
gefangenenlager,prisoner camp
mascha,Mascha
dürfe,may
überfällt,attacks
nerys,nerys
schulz,Schulz
indian,Indian
herzogs,duke
verscheucht,scared away
marsianer,Martians
flush,Flush
market,market
nachgeschaut,checked
bischen,a little
feierliche,festive
endspiel,final
plünderer,marauder
abreibung,abrasion
filmst,film
fairchild,fairchild
gandalf,Gandalf
beschäftigte,employed
prüfte,checked
maskell,maskell
trödeln,dawdle
modernes,modern
manuelle,manual
zerschnitten,cut up
geschmeidig,supple
füsse,feet
säuft,drinks
beständig,resistant
bandagen,bandages
fokussiert,focused
strahlende,radiant
fügte,added
magnolia,magnolia
simba,Simba
dödel,dödel
entsetzliche,horrific
bind,bind
altmodischen,old-fashioned
ritten,rode
gesellschaften,societies
schreitet,steps
tania,tania
cbs,cbs
anteilnahme,condolences
hausbesuche,home visits
kabul,Kabul
human,human
ahnungslos,unsuspecting
train,train
garner,garner
ungeschoren,unshorn
brannten,burned
weißbrot,white bread
keats,keats
wettet,bet
rooney,rooney
drogentest,drug test
urwald,jungle
berühmtesten,most famous
aufzuhängen,to hang
ausgewechselt,replaced
unbegreiflich,incomprehensible
kriminelles,criminal
horton,Horton
lights,lights
hungersnot,famine
anzapfen,tap
schwierigkeit,difficulty
sandrine,Sandrine
indirekt,indirect
dröhnt,roaring
seher,seer
klingonischen,Klingon
alleinerziehende,single parents
holde,lovely
gebrüllt,roared
scheidungspapiere,divorce papers
vorlaut,cheeky
noir,noir
verspeisen,eat
matratzen,mattresses
ausgehend,starting
einzugreifen,to intervene
fürchterlichen,terrible
verduften,evaporate
pilatus,Pilatus
tiefgarage,underground parking garage
radioaktive,radioactive
nanntest,you called
häuten,skinning
dinnerparty,dinner party
maurer,bricklayer
bernhard,Bernhard
danton,Danton
armseliger,pathetic
myka,myka
tricorder,tricorder
schulbus,School bus
unterbreiten,submit
stefanie,Stefanie
unangenehmen,unpleasant
zurücklehnen,lean back
neurotisch,neurotic
shea,shea
chillen,chill
salim,Salim
bewahrte,preserved
bombay,Bombay
corbett,corbett
goodwin,goodwin
moya,moya
plunder,plunder
unfallort,accident scene
ozeane,oceans
komplizierten,complicated
würdevoll,dignified
frisbee,frisbee
füchse,foxes
kletter,climb
gewaltverbrechen,violent crime
gummibärchen,gummy bears
mercury,Mercury
schuhgröße,shoe size
lawton,Lawton
sprechende,talking
verbundenheit,connectedness
saftig,juicy
erotisch,erotic
loyaler,loyal
sudan,Sudan
scotts,Scotts
sandmann,Sandman
dehnen,stretch
gel,gel
finanzminister,finance minister
armbanduhr,wristwatch
kostbares,precious
durchsuch,search
racker,racker
r-gespräch,r-conversation
datenbanken,databases
roses,roses
wohlwollen,goodwill
schnappten,snapped
gewischt,wiped
abzuwenden,to avert
latino,Latino
selbstjustizler,vigilantes
bright,bright
brustkrebs,breast cancer
wynonna,wynonna
präpariert,prepared
goebbels,Goebbels
abstieg,descent
zuverlässige,reliable
blitzschnell,lightning fast
birmingham,Birmingham
eidesstattliche,affidavit
ryland,ryland
leningrad,Leningrad
anschließt,connects
internationales,international
gleichberechtigung,equality
innenseite,inside
anlocken,attract
zurückfallen,fall behind
vermählung,marriage
gebeugt,bent
tough,tough
kammern,chambers
beantwortest,answer
coburn,coburn
erfahrenen,experienced
coast,coast
gehoben,upscale
verlogener,deceitful
klopfst,knock
sehenswürdigkeiten,sightseeing attractions
pettersson,pettersson
kidnappen,kidnap
schwierigsten,most difficult
riesenspaß,great fun
schmeckst,taste
verholfen,helped
projekts,project
dodgers,Dodgers
entferntes,distant
gustave,Gustave
fleckchen,little spot
abgelegenen,remote
gelüftet,ventilated
plädoyer,plea
brauen,brew
weißem,white
ger,ger
hooper,hooper
fändest,would you find
kode,code
empfangsdame,receptionist
gesuch,request
doppelmord,double murder
abgewendet,averted
verkürzen,shorten
abenteuern,adventures
lockte,lured
fragtest,you asked
zwillingsschwester,twin sister
jaa,yes
abgefuckt,fucked up
jonglieren,juggle
waffenlager,weapons depot
mögest,may
überschreitet,exceeds
parameter,parameter
gletscher,glacier
strände,beaches
schweigst,you remain silent
aal,eel
frederic,Frederic
dienstaufsicht,supervisory authority
notausgang,emergency exit
gutaussehender,handsome
fabio,fabio
voila,Voila!
landeplatz,landing site
heranzukommen,to approach
mavis,mavis
wahllos,randomly
blühende,blooming
mackey,Mackey
personenschutz,personal protection
zweikampf,duel
auspuff,exhaust
neigungen,inclinations
huntington,huntington
meryl,meryl
dumbledore,Dumbledore
anmerkungen,notes
vordermann,frontman
rächer,avenger
pflaume,plum
längen,lengths
nähme,take
woll,well
strategisch,strategically
reifenquietschen,tire squeal
einbringt,brings
quint,quint
stoffwechsel,metabolism
reinzugehen,to go in
parole,parole
energy,energy
zerbrich,break
hergerichtet,prepared
auszuüben,to exercise
macleish,macleish
dramatischen,dramatic
unverwundbar,invulnerable
ereignete,happened
tippt,types
gewissens,conscience
gestaltwandler,shapeshifter
verdrücken,suppress
hazard,hazard
mithören,listen in
verhaftete,arrested
aufregenden,exciting
faschist,fascist
überlegenheit,superiority
musketier,musketeer
schatzkammer,treasury
strumpfhose,tights
begegnungen,encounters
schleusen,locks
dyson,Dyson
romans,novels
kronleuchter,chandelier
hashtag,hashtag
brautkleid,wedding dress
bobbie,bobbie
verstellt,adjusted
pein,pain
spannt,tenses
beowulf,Beowulf
senora,senora
vermasselst,you messed up
übersät,littered
werken,works
zerfressen,corroded
billings,Billings
eisberg,iceberg
sprechstunde,consultation
aperitif,aperitif
quieken,squeaking
selbstmörder,suicide
weltweite,worldwide
adèle,adèle
flotten,fleets
priscilla,Priscilla
schwenken,sway
kokon,cocoon
zaubersprüche,magic spells
gedenke,remember
tov,tov
durchquert,traversed
hex,hex
würdiger,worthy
verhaltet,behaves
ausziehe,move out
hochklettern,climb up
